item_id,item_price,item_title,item_code,product_name,brand,vendor_product_number,unit_of_measurement,product_type,kode_kbki,tkdn(%),valid_until,product_url,model_/_type,nomor_izin_edar_(akd/akl/lainnya),jenis_produk_sesuai_izin_edar,fungsi,negara_asal_produk,negara_pabrikan,spesifikasi_produk_secara_singkat,informasi_lainnya,supplier
1247898,136000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / NST - CTG PAPER UKURAN 152MM X 90MM X 150 LEMBAR, Z-FOLD (PACK), CMBAO4305",3219900007-AK1-000864868,"Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 152MM X 90MM X 150 Lembar, Z-Fold (Pack), CMBAO4305",ENDO,EI99,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), CMBAO4305",AKD 10502810078,Paper chart recorder.,"Kertas CTG / NST (Fetal Monitor) untuk mencetak hasil pembacaan dari pemantauan aktivitas dan denyut jantung janin, serta kontraksi rahim saat bayi berada di dalam kandungan, sesuai yang ditampilkan dan/atau direkam oleh Mesin CTG / NST (Fetal Monitor).",INDONESIA,INDONESIA,"Kertas NST / CTG (Fetal Monitor) untuk dapat digunakan di CorometricsBAO4305, DAO4305, 118/120/145/170/2120is/150. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 152MM x 90MM x 150 Lembar (Untuk COROMETRICS BAO4305, DAO4305).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247901,110000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / NST - CTG PAPER UKURAN 215MM X 25M, ROLL, CTGFC700",3219900007-AK1-000864886,"Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 215MM X 25M, Roll, CTGFC700",ENDO,EI100,roll,lokal,3219900007,50,2/02/2023,,"Roll, CTGFC700",AKD 10502810077,Paper chart recorder.,"Kertas CTG / NST (Fetal Monitor) untuk mencetak hasil pembacaan dari pemantauan aktivitas dan denyut jantung janin, serta kontraksi rahim saat bayi berada di dalam kandungan, sesuai yang ditampilkan dan/atau direkam oleh Mesin CTG / NST (Fetal Monitor).",INDONESIA,INDONESIA,"Kertas NST / CTG (Fetal Monitor) untuk dapat digunakan di Bionet FC-700, AM-700. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / NST - CTG Paper ukuran 215MM x 25M (Untuk BIONET FC-700, AM-700).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247910,39200,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG THERMAL PLAIN PAPER UKURAN 110MM X 10M, ROLL, PLAIN11010",3219900007-AK1-000864930,"Medical Recording Chart Paper, Kertas ECG Thermal Plain Paper ukuran 110MM X 10M, Roll, PLAIN11010",ENDO,EI101,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN11010",AKD 10502810077,Paper chart recorder.,Kertas printing ukuran 110MM X 10M (printer) untuk dapat digunakan di berbagai Alat Spirometri.,INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Spirometer Carefusion. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 110MM x 10M (Untuk alat PRINTER LABORATORIUM).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247919,54500,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / THERMAL PLAIN PAPER UKURAN 110MM X 30M, ROLL, PLAIN11030",3219900007-AK1-000864954,"Medical Recording Chart Paper, Kertas ECG / Thermal Plain Paper ukuran 110MM X 30M, Roll, PLAIN11030",ENDO,EI102,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN11030",AKD 10502810077,Paper chart recorder.,Kertas printing ukuran 110MM X 30M (printer) untuk dapat digunakan di berbagai Alat Spirometri.,INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Spirometer, Spirolab MIR, Spirosift Fukuda Cardisuny, Vitalograph Spirosift 500 / Alpha. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 110MM x 30M (Untuk alat SPIROMETER, dan lain-lain).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247923,32000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / THERMAL PLAIN PAPER UKURAN 50MM X 20M, ROLL, PLAIN5020",3219900007-AK1-000864978,"Medical Recording Chart Paper, Kertas ECG / Thermal Plain Paper ukuran 50MM X 20M, Roll, PLAIN5020",ENDO,EI103,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN5020",AKD 10502810077,Paper chart recorder.,"Kertas printing ukuran 50MM X 20M (plain) untuk dapat digunakan di berbagai Alat Patient Monitor, Hematology Analyzer, Chemistry Analyzer, Defibrillator.",INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Patient Monitor, Hematology Analyzer, Chemistry Analyzer, Defibrillator. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 50MM x 20M (Untuk alat DEFIBRILLATOR, PATIENT MONITOR, HEMATOLOGY).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247976,34000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / THERMAL PLAIN PAPER UKURAN 50MM X 30M, ROLL, PLAIN5030",3219900007-AK1-000865586,"Medical Recording Chart Paper, Kertas ECG / Thermal Plain Paper ukuran 50MM X 30M, Roll, PLAIN5030",ENDO,EI104,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN5030",AKD 10502810077,Paper chart recorder.,"Kertas printing ukuran 50MM X 30M (plain) untuk dapat digunakan di berbagai Alat Patient Monitor, Hematology Analyzer, Chemistry Analyzer, Defibrillator.",INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Patient Monitor, Hematology Analyzer, Chemistry Analyzer, Defibrillator. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 50MM x 30M (Untuk alat DEFIBRILLATOR, PATIENT MONITOR, HEMATOLOGY).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247981,22000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG THERMAL PLAIN PAPER UKURAN 57MM X 10M, ROLL, PLAIN5710",3219900007-AK1-000865626,"Medical Recording Chart Paper, Kertas ECG Thermal Plain Paper ukuran 57MM X 10M, Roll, PLAIN5710",ENDO,EI105,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN5710",AKD 10502810077,Paper chart recorder.,"Kertas printing ukuran 57MM X 10M (plain) untuk dapat digunakan di berbagai Alat Patient Monitor,Hematology Analyzer, Chemistry Analyzer, Defibrillator.",INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Spirometer, Audiometer, Blood Analysis, Autoclave, Chemistry Analyzer. Hasil print atau hasil cetaknya terlihat nyata dan jelas Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 57MM x 10MM (Untuk alat PRINTER LABORATORIUM).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1247987,26900,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG THERMAL PLAIN PAPER UKURAN 57MM X 15M, ROLL, PLAIN5715",3219900007-AK1-000865652,"Medical Recording Chart Paper, Kertas ECG Thermal Plain Paper ukuran 57MM X 15M, Roll, PLAIN5715",ENDO,EI106,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN5715",AKD 10502810077,Paper chart recorder.,"Kertas printing ukuran 57MM X 15M (plain) untuk dapat digunakan di berbagai Alat Patient Monitor, Hematology Analyzer, Chemistry Analyzer, Defibrillator.",INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Spirometer, Audiometer, Blood Analysis, Autoclave, Chemistry Analyzer. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 57MM x 15M (Untuk alat PRINTER LABORATORIUM).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248013,33500,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG THERMAL PLAIN PAPER UKURAN 57MM X 20M, ROLL, PLAIN5720",3219900007-AK1-000865753,"Medical Recording Chart Paper, Kertas ECG Thermal Plain Paper ukuran 57MM X 20M, Roll, PLAIN5720",ENDO,EI107,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN5720",AKD 10502810077,Paper chart recorder.,"Kertas printing ukuran 57MM X 20M (plain) untuk dapat digunakan di berbagai Alat Patient Monitor, Hematology Analyzer, Chemistry Analyzer, Defibrillator.",INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Spirometer, Audiometer, Blood Analysis, Autoclave, Chemistry Analyzer. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 57MM x 20M (Untuk alat PRINTER LABORATORIUM).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248016,33500,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / THERMAL PLAIN PAPER UKURAN 57MM X 30M, ROLL, PLAIN5730",3219900007-AK1-000865776,"Medical Recording Chart Paper, Kertas ECG / Thermal Plain Paper ukuran 57MM x 30M, Roll, PLAIN5730",ENDO,EI108,roll,lokal,3219900007,50,2/02/2023,,"Roll, PLAIN5730",AKD 10502810077,Paper chart recorder.,"Kertas printing ukuran 57MM X 30M (plain), comman untuk dapat digunakan di berbagai Alat Spirometer, Audiometer, Blood Analysis, Autoclave, Chemistry Analyzer.",INDONESIA,INDONESIA,"Kertas printing untuk dapat digunakan di Spirometer, Audiometer, Blood Analysis, Autoclave, Chemistry Analyzer. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG, Plain ukuran 57MM x 30M (Untuk alat SPIROMETER, CHEMISTRY ANALYZER).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248174,100300,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 110MM X 140MM X 142 LEMBAR Z-FOLD (PACK), FDOP222TE",3219900007-AK1-000866504,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM X 140MM X 142 Lembar Z-Fold (Pack), FDOP222TE",ENDO,EI 21,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), FDOP222TE",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Fukuda Denshi OP-222TE, FX-7202. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM x 140MM x 142 Lembar (Untuk FUKUDA DENSHI OP-222TE, FX-7202).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248195,168300,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 110MM X 140MM X 143 LEMBAR Z-FOLD (PACK), NKFQW110",3219900007-AK1-000866625,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM X 140MM X 143 Lembar Z-Fold (Pack), NKFQW110",ENDO,EI 22,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), NKFQW110",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Nihon Kohden FQW110-2-140, GEM, 9010, 9020, 9022. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM x 140MM x 143 Lembar (Untuk NIHON KOHDEN FQW110-2-140, GEM, 9010, 9020, 9022).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248208,135200,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 106MM X 20M ROLL, ECG10620",3219900007-AK1-000866713,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 106MM X 20M Roll, ECG10620",ENDO,EI 23,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG10620",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various 6 Channel ECG Machine. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 106MM x 20M (Untuk berbagai merek dan model ECG 6 channel).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248219,151000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 106MM X 30M ROLL, ECG10630",3219900007-AK1-000866834,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 106MM X 30M Roll, ECG10630",ENDO,EI 24,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG10630",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various 6 Channel ECG Machine. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 106MM x 30M (Untuk berbagai merek dan model ECG 6 channel).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248236,225500,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 110MM X 140MM X 200 LEMBAR Z-FOLD (PACK), HMMAC800",3219900007-AK1-000866911,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM X 140MM X 200 Lembar Z-Fold (Pack), HMMAC800",ENDO,EI 25,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), HMMAC800",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di GE, Hellige Contrast / Hellige Marquette, 2036970-001, MAC-800. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM x 140MM x 200 Lembar (Untuk GE, HELLIGE CONTRAST, 2036970-001, MAC-800).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248261,147100,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 110MM X 30M ROLL, ECG11030",3219900007-AK1-000867031,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM X 30M Roll, ECG11030",ENDO,EI 26,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG11030",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various 6 Channel ECG Machine, Mediana YM412i, Medigate MeCA412i, Trismed CARDIPIA 406 N/P/R/RS. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 110MM x 30M (Untuk berbagai merek dan model ECG 6 Channel).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248272,196600,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 112MM X 140MM X 160 LEMBAR Z-FOLD (PACK), BIOCIE6",3219900007-AK1-000867087,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM X 140MM X 160 Lembar Z-Fold (Pack), BIOCiE6",ENDO,EI 27,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), BIOCiE6",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Biocare iE6. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM x 140MM x 160 Lembar (Untuk BIOCARE IE6).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248295,147500,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 112MM X 25M ROLL, ECG11225",3219900007-AK1-000867185,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM X 25M Roll, ECG11225",ENDO,EI 28,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG11225",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various 6 Channel ECG Machine, Aspel B56 / A4 / Mr.Blue / Silver / Grey, BTL-08 MD3 / MD / MT, Carewell-1106, Gem-Med Heart One, Kalamed KES-601T, New Tech 6100. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM x 25M (Untuk berbagai merek dan model ECG 6 Channel, termasuk BTL-08 M Series).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248310,121800,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 112MM X 30M ROLL, ECG11230",3219900007-AK1-000867260,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM X 30M Roll, ECG11230",ENDO,EI 29,roll,lokal,3219900007,50,2/02/2023,,"Roll, ECG11230",AKD 10502810077,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Various 6 Channel ECG Machine, Kenz Suzuken 302, Innomed Heartscreen 112D, Kenz Cardico-302, Biocare-6010. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM x 30M (Untuk berbagai merek dan model ECG 6 Channel, termasuk KENZ SUZUKEN).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
1248329,185000,"ENDO MEDICAL RECORDING CHART PAPER, KERTAS ECG / EKG PAPER UKURAN 112MM X 90MM X 300 LEMBAR Z-FOLD (PACK), KSR11227Z",3219900007-AK1-000867344,"Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM X 90MM X 300 Lembar Z-Fold (Pack), KSR11227Z",ENDO,EI 30,pack,lokal,3219900007,50,2/02/2023,,"Z-Fold (Pack), KSR11227Z",AKD 10502810078,Paper chart recorder.,"Kertas ECG / EKG untuk mencetak hasil pembacaan dari sinyal aktivitas kelistrikan pada jantung, sesuai yang ditampilkan dan/atau direkam oleh Mesin ECG / EKG.",INDONESIA,INDONESIA,"Kertas ECG / EKG untuk dapat digunakan di Kenz Suzuken R112-27Z, 302, 303. Hasil print atau hasil cetaknya terlihat nyata dan jelas. Harga jual per 1 pcs dengan packing yang aman. Kertas berkualitas premium dengan standar medis. Hasil cetak lebih tahan lama untuk digunakan sebagai data rekam medis dengan penyimpanan dalam waktu lama. ENDO Medical Recording Chart Paper, Kertas ECG / EKG Paper ukuran 112MM x 90MM x 300 Lembar (Untuk KENZ SUZUKEN R112-27Z, 302, 303).","Harga belum termasuk ongkos kirim. Biaya kirim adalah biaya per satuan, jika barang yang di kirim kurang dari 1 kg, maka akan di kenakan biaya kirim minimal 1 kg. Mohon periksa pada Referensi Ongkos kirim.",285497
